FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.430,POINT (47.831567 29.831347),428,Sabiriyah,,E,MIDDLE EAST,Kuwait,,29.831347,47.831567,A,Onshore,1957,Oil,Supergiant,5509.682,1388.474,4626.32,5.3,-99999.99,212.122,1081.076,2872.225,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,clastics,Mesozoic,Cretaceous,,,MZ_CT,7100,2.16,Structural,Anticline,,"1, 2, 3, 710, 1154",
giant_oil_and_gas_fields_of_the_world_co_yxz.431,POINT (-76.645928 -0.187231),429,Shushufindi-Aguarico,,B,CENTRAL AND SOUTH AMERICA,Ecuador,,-0.187231,-76.645928,A,Onshore,1969,Oil,Giant,643.582,214.838,586.21,0.344,-99999.99,56.914,191.387,396.212,6041,Putumayo-Oriente-Maranon Basin,BS000000141,ORIENTE,TYPE 2,,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,,,MZ_CT,8251,2.52,Structural,Anticline,,"2, 3, 38, 268",
giant_oil_and_gas_fields_of_the_world_co_yxz.432,POINT (49.74167 28.52778),430,Foroozan,,E,MIDDLE EAST,Iran,,28.52778,49.74167,B,Offshore,1966,Oil,Giant,1067.6,331.104,1067.6,-99999.99,-99999.99,76.69,286.136,630.484,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,sand,Mesozoic,Cretaceous,,,MZ_CT,6400,1.95,Structural,Anticline,,"3, 651, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.433,POINT (77 71.666667),431,Bolshoye Chernogor,,D,EASTERN EUROPE AND FORMER USSR,Russia,,71.666667,77,B,Onshore,1970,Oil,Giant,800,273.832,800,-99999.99,-99999.99,75.824,246.29,499.382,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,7500,2.29,Structural,Anticline,,"2, 742, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.434,POINT (75.415583 64.695542),432,Komsomol'sk Severnyy,Severo Komsomol,D,EASTERN EUROPE AND FORMER USSR,Russia,,64.695542,75.415583,A,Onshore,1969,Oil,Giant,1770,590.854,950,4.8,20,156.528,526.36,1089.675,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3274,1,Structural,Anticline,,"2, 3, 38, 119, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.435,POINT (45.333333 44.533333),433,Ozeksuatskoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,44.533333,45.333333,A,Onshore,1953,Oil,Giant,500,115.531,500,-99999.99,-99999.99,14.59,85.41,246.595,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,10400,3.17,Structural,Anticline,,"2, 38",
giant_oil_and_gas_fields_of_the_world_co_yxz.436,POINT (80.44444 66.75028),434,Russkoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,66.75028,80.44444,B,Onshore,1968,Oil,Giant,3260,1061.592,2990,1.62,-99999.99,268.992,936.437,1979.347,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,2165,0.66,Structural,Anticline,,"1, 2, 3, 38, 74, 759, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.437,POINT (72.856342 62.367328),435,Ust'-Bakykskoye,"Balyk, Ust Balyk",D,EASTERN EUROPE AND FORMER USSR,Russia,,62.367328,72.856342,A,Onshore,1961,Oil,Giant,2300,634.19,2300,-99999.99,-99999.99,116.835,518.383,1267.351,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,8850,2.7,Structural,Anticline,,"1, 2, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.438,POINT (22.486077 27.64551),436,Sarir L (L-65),,F,AFRICA,Libya,,27.64551,22.486077,A,Onshore,1966,Oil,Giant,1200,372.166,1200,-99999.99,-99999.99,86.201,321.622,708.675,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,9000,2.74,Structural,Anticline,,"1, 2, 38, 479",
giant_oil_and_gas_fields_of_the_world_co_yxz.439,POINT (47.916667 29.566667),437,Bahrah,,E,MIDDLE EAST,Kuwait,,29.566667,47.916667,B,Onshore,1956,Oil,Giant,1400,345.139,1400,-99999.99,-99999.99,50.291,265.344,719.781,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,8400,2.56,Structural,Anticline,,"2, 704",
giant_oil_and_gas_fields_of_the_world_co_yxz.440,POINT (44.5 33.133333),438,"Baghdad, East",,E,MIDDLE EAST,Iraq,,33.133333,44.5,B,Onshore,1979,Oil,Supergiant,16416.667,7138.657,16000,2.5,-99999.99,2903.152,6903.628,11609.191,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,10000,3.05,Structural,Anticline,,"2, 672, 673, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.441,POINT (46.836498 30.351513),439,Luhais,,E,MIDDLE EAST,Iraq,,30.351513,46.836498,A,Onshore,1961,Oil,Giant,1143.333,315.257,1060,0.5,-99999.99,58.079,257.689,630.002,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,8000,2.44,Structural,Anticline,,"2, 668, 669, 673, 683, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.442,POINT (47.7 30.766667),440,Nahr Umr,,E,MIDDLE EAST,Iraq,,30.766667,47.7,B,Onshore,1948,Oil,Supergiant,8150,1696.424,6500,9.9,-99999.99,168.17,1170.719,3750.383,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,9000,2.74,Structural,Anticline,,"2, 668, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.443,POINT (47.339189 30.359169),441,Rumaila North and South,,E,MIDDLE EAST,Iraq,,30.359169,47.339189,A,Onshore,1953,Oil,Supergiant,33333.333,7702.097,30000,20,-99999.99,972.639,5693.971,16439.68,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,10650,3.25,Structural,Anticline,,"1, 2, 668, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.444,POINT (-76.876775 0.078975),442,Sacha,,B,CENTRAL AND SOUTH AMERICA,Ecuador,,0.078975,-76.876775,A,Onshore,1969,Oil,Giant,650,216.98,650,-99999.99,-99999.99,57.482,193.296,400.163,6041,Putumayo-Oriente-Maranon Basin,BS000000141,ORIENTE,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,7500,2.29,Structural,Anticline,,"2, 38, 268",
giant_oil_and_gas_fields_of_the_world_co_yxz.445,POINT (125.3 46.616667),443,Taking [Taching],Daqing Complex,G,ASIA AND OCEANIA,China,,46.616667,125.3,B,Onshore,1959,Oil,Giant,4822.732,1270.75,4822.732,-99999.99,-99999.99,213.278,1014.19,2584.78,3144,Songliao Basin,BS000000245,SONGLIAO,TYPE 3,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3280,1,Structural,Anticline,,"1, 2, 236, 684",
giant_oil_and_gas_fields_of_the_world_co_yxz.446,POINT (124.826172 46.311511),444,Xingshugang,Daqing Complex,G,ASIA AND OCEANIA,China,,46.311511,124.826172,A,Onshore,1960,Oil,Giant,4257.508,1147.459,4257.508,-99999.99,-99999.99,201.792,926.894,2313.691,3144,Songliao Basin,BS000000245,SONGLIAO,TYPE 3,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,2559,0.78,Structural,Anticline,,"3, 229, 684",
giant_oil_and_gas_fields_of_the_world_co_yxz.447,POINT (12.083333 -5.35),445,Malongo North and South,Cabinda B,F,AFRICA,Angola,,-5.35,12.083333,B,Offshore,1966,Oil,Giant,850,263.617,850,-99999.99,-99999.99,61.059,227.816,501.978,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,8500,2.59,Structural,Anticline,,"1, 2, 152, 155",
giant_oil_and_gas_fields_of_the_world_co_yxz.448,POINT (76.270364 60.779139),446,Megion,,D,EASTERN EUROPE AND FORMER USSR,Russia,,60.779139,76.270364,A,Onshore,1961,Oil,Giant,885,244.025,885,-99999.99,-99999.99,44.956,199.465,487.655,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6900,2.1,Structural,Anticline,,"1, 2, 3, 754, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.449,POINT (49.68333 28.41667),447,Marjan,,E,MIDDLE EAST,Saudi Arabia,,28.41667,49.68333,B,Offshore,1967,Oil,Supergiant,10327,3281.442,10080,1.482,-99999.99,795.06,2865.411,6183.855,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7350,2.24,Structural,Anticline,,"1, 2, 812, 784, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.450,POINT (49.06378 28.09583),448,Qubqub,,E,MIDDLE EAST,Saudi Arabia,,28.09583,49.06378,B,Offshore,1977,Oil,Giant,850,349.676,750,0.6,-99999.99,130.861,333.515,584.652,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,4700,1.43,Structural,Anticline,,"3, 66",
giant_oil_and_gas_fields_of_the_world_co_yxz.451,POINT (48.75733 28.02872),449,Safaniya,,E,MIDDLE EAST,Saudi Arabia,,28.02872,48.75733,B,Offshore,1951,Oil,Megagiant,56284.5,12466.863,55630,3.927,-99999.99,1429.778,8970.749,27000.063,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,4700,1.43,Structural,Anticline,,"1, 2, 3, 818, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.452,POINT (49.16667 28.36667),450,Zuluf,,E,MIDDLE EAST,Saudi Arabia,,28.36667,49.16667,B,Offshore,1965,Oil,Supergiant,21009.5,6361.316,20150,5.157,-99999.99,1408.147,5439.16,12236.64,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,5880,1.79,Structural,Anticline,,"2, 3, 38, 820, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.453,POINT (47.313956 31.9217),451,Noor,,E,MIDDLE EAST,Iraq,,31.9217,47.313956,A,Onshore,1977,Oil,Giant,500,205.692,500,-99999.99,-99999.99,76.977,196.185,343.913,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,13435,4.1,Structural,Anticline,,"3, 38, 75, 883",
giant_oil_and_gas_fields_of_the_world_co_yxz.454,POINT (49.38667 29.46333),452,Nowruz,,E,MIDDLE EAST,Iran,,29.46333,49.38667,B,Offshore,1967,Oil,Giant,1240.253,394.095,1179.2,0.366,-99999.99,95.485,344.13,742.669,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6715,2.05,Structural,Anticline,,"3, 660,1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.455,POINT (49.49917 29.05194),453,Soroosh,,E,MIDDLE EAST,Iran,,29.05194,49.49917,B,Offshore,1962,Oil,Giant,1785.497,503.799,1702.3,0.499,-99999.99,97.208,416.611,997.58,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6850,2.09,Structural,Anticline,,"3, 645, 666, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.456,POINT (47.03932 30.2363),454,Rachi,,E,MIDDLE EAST,Iraq,,30.2363,47.03932,B,Onshore,1957,Oil,Giant,870,219.245,870,-99999.99,-99999.99,33.495,170.706,453.535,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,9475,2.89,Structural,Anticline,,"3, 75",
giant_oil_and_gas_fields_of_the_world_co_yxz.457,POINT (47.75345 30.10627),455,Safwan,,E,MIDDLE EAST,Iraq,,30.10627,47.75345,B,Onshore,1977,Oil,Giant,558.333,229.689,500,0.35,-99999.99,85.958,219.073,384.036,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,10591,3.23,Structural,Anticline,,"3, 691",
giant_oil_and_gas_fields_of_the_world_co_yxz.458,POINT (47.630111 30.360714),456,Zubair,,E,MIDDLE EAST,Iraq,,30.360714,47.630111,A,Onshore,1949,Oil,Supergiant,9186.667,1951.916,8200,5.92,-99999.99,203.163,1366.159,4286.425,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,10827,3.3,Structural,Anticline,,"1, 2, 3, 38, 668, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.459,POINT (7.8 65.383333),457,Draugen,,C,WESTERN EUROPE,Norway,,65.383333,7.8,B,Offshore,1984,Oil,Giant,2027.527,1019.204,2000,0.165,-99999.99,507.031,1013.913,1536.668,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,5236,1.6,Structural,Anticline,,"3, 93, 513",
giant_oil_and_gas_fields_of_the_world_co_yxz.460,POINT (72.374661 62.807664),458,Tyan,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.807664,72.374661,A,Onshore,1985,Oil,Giant,1785.333,924.924,1726,0.356,-99999.99,478.502,924.276,1371.994,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,9938,3.03,Structural,Anticline,,"3, 38, 771, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.461,POINT (80.158278 62.3771),459,Verkhne-Kolik'yegan,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.3771,80.158278,A,Onshore,1981,Oil,Giant,1712.148,788.084,1007.91,4.225,-99999.99,347.792,771.668,1244.793,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,7976,2.43,Structural,Anticline,,"3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.462,POINT (-134.316667 70.016667),460,Issungnak,,A,NORTH AMERICA,Canada,Canada - Northwest Territories,70.016667,-134.316667,B,Offshore,1980,Oil,Giant,500,500,500,-99999.99,-99999.99,500,500,500,5239,Mackenzie Delta,BS000000344,BEAUFORT - MACKENZIE,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,14000,4.27,Structural,Anticline,,"2, 216, 215, 952",
giant_oil_and_gas_fields_of_the_world_co_yxz.463,POINT (106.183333 30.5),461,Lung-nu-ssu,,G,ASIA AND OCEANIA,China,,30.5,106.183333,B,Onshore,1956,Oil,Giant,606,149.396,606,-99999.99,-99999.99,21.769,114.856,311.563,3142,Sichuan Basin,BS000000244,SICHUAN,TYPE 3,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,4265,1.3,Structural,Anticline,,"1, 2, 236",
giant_oil_and_gas_fields_of_the_world_co_yxz.464,POINT (8.21 31.058333),462,El Biar,,F,AFRICA,Algeria,,31.058333,8.21,A,Onshore,1994,Oil,Giant,566.667,392.475,500,0.4,-99999.99,283.375,400.723,493.327,2054,Trias/Ghadames Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,10623,3.24,Structural,Anticline,,"3, 38, 141",
giant_oil_and_gas_fields_of_the_world_co_yxz.465,POINT (8.090464 30.665617),463,Ourhoud,,F,AFRICA,Algeria,,30.665617,8.090464,A,Onshore,1994,Oil,Giant,2113.333,1463.701,2000,0.5,30,1056.822,1494.462,1839.818,2054,Trias/Ghadames Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,10499,3.2,Structural,Anticline,,"3, 4, 38, 145, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.466,POINT (50.5 52.666667),464,Kuleshovka,,D,EASTERN EUROPE AND FORMER USSR,Russia,,52.666667,50.5,B,Onshore,1958,Oil,Giant,759,195.563,759,-99999.99,-99999.99,31.318,154.177,401.193,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,5500,1.68,Structural,Anticline,,"1, 2, 126",
giant_oil_and_gas_fields_of_the_world_co_yxz.467,POINT (50.529128 52.996939),465,Mukhanovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,52.996939,50.529128,A,Onshore,1945,Oil,Giant,1530,299.703,1530,-99999.99,-99999.99,25.644,198.08,675.385,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,6900,2.1,Structural,Anticline,,"1, 2, 3, 38, 127",
giant_oil_and_gas_fields_of_the_world_co_yxz.468,POINT (56.486422 58.061803),466,Yarino-Kamemmyy Log,,D,EASTERN EUROPE AND FORMER USSR,Russia,,58.061803,56.486422,A,Onshore,1954,Oil,Giant,510,120.392,510,-99999.99,-99999.99,15.949,90.189,255.038,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,5400,1.65,Structural,Anticline,,"1, 2, 38, 127",
giant_oil_and_gas_fields_of_the_world_co_yxz.469,POINT (-108.852236 44.974994),467,Elk Basin,,A,NORTH AMERICA,United States,USA - Wyoming,44.974994,-108.852236,A,Onshore,1915,Oil,Giant,500,56.523,500,-99999.99,-99999.99,1.048,22.891,145.63,5034,Big Horn Basin,BS000000411,BIG HORN,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,3900,1.19,Structural,Anticline,,"2, 6, 38, 332, 333",
giant_oil_and_gas_fields_of_the_world_co_yxz.470,POINT (-96.752983 35.947692),468,Cushing,,A,NORTH AMERICA,United States,USA - Oklahoma,35.947692,-96.752983,A,Onshore,1912,Oil,Giant,500,53.727,500,-99999.99,-99999.99,0.851,20.631,139.699,5060,Cherokee Platform,BS000000371,ANADARKO - HUGOTON,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,2700,0.82,Structural,Anticline,,"2, 38, 328",
giant_oil_and_gas_fields_of_the_world_co_yxz.471,POINT (-108.8059 40.092631),469,Rangely,,A,NORTH AMERICA,United States,USA - Colorado,40.092631,-108.8059,A,Onshore,1933,Oil,Giant,904,140.575,904,-99999.99,-99999.99,6.596,77.222,337.907,5020,Uinta-Piceance Basins,BS000000719,SAND WASH - PICEANCE,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,6000,1.83,Structural,Anticline,,"1, 2, 38, 565, 969",
giant_oil_and_gas_fields_of_the_world_co_yxz.472,POINT (32.300542 50.584283),470,Pryluky,Prilukskoye; Dnepr,D,EASTERN EUROPE AND FORMER USSR,Ukraine,,50.584283,32.300542,A,Onshore,1960,Oil,Giant,588.47,158.601,588.47,-99999.99,-99999.99,27.892,128.115,319.797,1009,Dnieper-Donets Basin,BS000000482,DNIEPER - DONETS,TYPE 1,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,6070,1.85,Structural,Anticline,,"1, 2, 3, 38",
giant_oil_and_gas_fields_of_the_world_co_yxz.473,POINT (-78.5 42),471,Bradford,,A,NORTH AMERICA,United States,USA - Pennsylvania,42,-78.5,B,Onshore,1871,Oil,Giant,658,36.924,658,-99999.99,-99999.99,0.065,6.558,104.149,5067,Appalachian Basin,BS000000378,APPALACHIAN,TYPE 2,,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,PZ_DV_U,2000,0.61,Structural,Anticline,,"1, 2, 38, 330",
giant_oil_and_gas_fields_of_the_world_co_yxz.474,POINT (53.510983 54.535581),472,Tuyrnazy,,D,EASTERN EUROPE AND FORMER USSR,Russia,,54.535581,53.510983,A,Onshore,1937,Oil,Giant,1000,167.616,1000,-99999.99,-99999.99,9.628,98.121,395.099,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,PZ_DV_U,4000,1.22,Structural,Anticline,,"1, 2, 38",
giant_oil_and_gas_fields_of_the_world_co_yxz.475,POINT (53.573222 54.394542),473,Serafimovka,,D,EASTERN EUROPE AND FORMER USSR,Russia,,54.394542,53.573222,A,Onshore,1939,Oil,Giant,500,87.071,500,-99999.99,-99999.99,5.53,52.581,203.102,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,quartzose sandstone,Paleozoic,Devonian,Middle Devonian,,PZ_DV_M,-99999.99,-99999.99,Structural,Anticline,,"38, 129",
giant_oil_and_gas_fields_of_the_world_co_yxz.476,POINT (53.549794 54.924453),474,Shkapovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,54.924453,53.549794,A,Onshore,1944,Oil,Giant,1251,240.211,1251,-99999.99,-99999.99,19.564,156.444,544.626,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Devonian,Middle Devonian,,PZ_DV_M,6750,2.06,Structural,Anticline,,"1, 2, 127",
giant_oil_and_gas_fields_of_the_world_co_yxz.477,POINT (11.583333 26),475,Elephant,,F,AFRICA,Libya,,26,11.583333,B,Onshore,1997,Oil,Giant,758.333,583.36,700,0.35,-99999.99,466.857,595.007,688.216,2045,Murzuk Basin,BS000000008,MURZUQ,TYPE 1,,SANDSTONE,,Paleozoic,Ordovician,Middle Ordovician,,PZ_OR_M,5000,1.52,Structural,Anticline,,"3, 4, 38, 601",
giant_oil_and_gas_fields_of_the_world_co_yxz.478,POINT (19.683333 29.716667),476,Hateiba,,F,AFRICA,Libya,,29.716667,19.683333,B,Onshore,1963,Oil,Giant,795.04,229.612,-99999.99,4.77,-99999.99,46.39,192.047,450.398,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,SANDSTONE,,Paleozoic,Ordovician,Middle Ordovician,,PZ_OR_M,9000,2.74,Structural,Anticline,,"1, 2, 3, 38, 484",
giant_oil_and_gas_fields_of_the_world_co_yxz.479,POINT (47.919428 24.770253),477,Abu Jifan,,E,MIDDLE EAST,Saudi Arabia,,24.770253,47.919428,A,Onshore,1973,Oil,Giant,560,207.013,560,-99999.99,-99999.99,65.342,191.289,364.409,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Ordovician,Middle Ordovician,,PZ_OR_M,5500,1.68,Structural,Anticline,,"2, 97, 783, 786",
giant_oil_and_gas_fields_of_the_world_co_yxz.480,POINT (6.934369 31.391356),478,Rhourde El Baguel,,F,AFRICA,Algeria,,31.391356,6.934369,A,Onshore,1962,Oil,Giant,688.01,194.13,688.01,-99999.99,-99999.99,37.457,160.534,384.4,2054,Trias/Ghadames Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,,SANDSTONE,quartzose sandstone,Neo-Proterozoic,Ediacaran,,,PC_P_NP_ED,7579,2.31,Structural,Anticline,,"1, 2, 3, 38, 146, 920",
giant_oil_and_gas_fields_of_the_world_co_yxz.481,POINT (-64.523833 9.235094),479,Santa Rosa,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,9.235094,-64.523833,A,Onshore,1941,Gas,Giant,544.887,98.631,290.62,1.526,-99999.99,6.922,61.413,227.556,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,1325,0.4,Structural,Anticline,Anticline along leading edge of thrust sheet; reservoir pinch-outs control distribution of production on structure,"3, 38, 593",
giant_oil_and_gas_fields_of_the_world_co_yxz.482,POINT (-72.75 -11.666667),480,San Martin,Camisea Area,B,CENTRAL AND SOUTH AMERICA,Peru,,-11.666667,-72.75,B,Onshore,1984,Gas,Giant,765,384.553,-99999.99,3.3,215,191.306,382.556,579.796,6043,Madre dos Dios Basin,BS000000145,UCAYALI,TYPE 3,,SANDSTONE,clastics,Paleozoic,Permian,Guadalupian,,PZ_PR_GUA,-99999.99,-99999.99,Structural,Anticline,Anticline with overthrust,"137, 455",
giant_oil_and_gas_fields_of_the_world_co_yxz.483,POINT (7.506283 28.470942),481,Tin Fouye-Tabankort,,F,AFRICA,Algeria,,28.470942,7.506283,A,Onshore,1965,Gas,Giant,500,151.391,-99999.99,3,-99999.99,33.512,129.445,291.217,2056,Illizi Basin,BS000000006,ILLIZI - GHADAMES,TYPE 1,,SANDSTONE,,Paleozoic,Ordovician,Middle Ordovician,,PZ_OR_M,-99999.99,-99999.99,Structural,Anticline,"Anticline, Hydrodynamic","38, 39, 458, 459, 981",
