FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.484,POINT (76.74895 61.121517),482,Samotlor,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.121517,76.74895,A,Onshore,1961,Oil,Supergiant,6619.462,1825.215,5647.89,5.219,102,336.255,1491.92,3647.471,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,5285,1.61,Structural,Anticline,"Anticline, vertical migration along zones of fracturing and faulting","1, 2, 3, 38, 761, 909, 910, 911, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.485,POINT (4.633333 52.666667),483,Bergen,,C,WESTERN EUROPE,Netherlands,,52.666667,4.633333,B,Onshore,1964,Gas,Giant,583.333,172.478,-99999.99,3.5,-99999.99,36.48,145.876,335.076,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Guadalupian,,PZ_PR_GUA,6920,2.11,Structural,Anticline,"Anticline, wedegeouts, salt pillow",1,
giant_oil_and_gas_fields_of_the_world_co_yxz.486,POINT (80.416667 66.083333),484,Russkoye Yuzhnoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,66.083333,80.416667,B,Onshore,1969,Gas,Giant,3904.833,1303.496,6.5,23.39,-99999.99,345.32,1161.213,2403.955,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,2782,0.85,Structural,Anticline,Asymmetrical anticline,"2, 3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.487,POINT (101.23039 1.29556),485,Duri,,G,ASIA AND OCEANIA,Indonesia,,1.29556,101.23039,A,Onshore,1941,Oil,Giant,1691.37,306.157,1691.37,-99999.99,-99999.99,21.486,190.632,706.352,3808,Central Sumatra Basin,BS000000225,CENTRAL SUMATRA,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Miocene,Messinian,CZ_NG_MIO_MESS,312,0.1,Structural,Anticline,Asymmetrical anticline,"2, 3, 38, 307, 308, 309, 315",
giant_oil_and_gas_fields_of_the_world_co_yxz.488,POINT (48.768965 31.308718),486,Ahwaz,Ahvaz,E,MIDDLE EAST,Iran,,31.308718,48.768965,A,Onshore,1958,Oil,Supergiant,29474.508,7594.353,25590.7,23.303,-99999.99,1216.193,5987.211,15579.653,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,7500,2.29,Structural,Anticline,Asymmetrical anticline,"1, 2, 3, 38, 645, 646, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.489,POINT (-72.704333 4.999172),487,Cusiana,,B,CENTRAL AND SOUTH AMERICA,Colombia,,4.999172,-72.704333,A,Onshore,1992,Oil,Giant,1961.247,1269.541,1444.58,3.1,-99999.99,853.833,1294.055,1660.735,6096,Llanos Basin,BS000000132,LLANOS,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,12200,3.72,Structural,Anticline,Asymmetrical anticline,"3, 4, 38, 259, 260, 264, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.490,POINT (9.85 -1.883333),488,Rabi-Kounga,,F,AFRICA,Gabon,,-1.883333,9.85,A,Onshore,1987,Oil,Giant,1000,550.933,1000,-99999.99,-99999.99,307.863,554.854,790.081,7203,West-central Coastal,BS000000047,GABON,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,Anticline,Basement-controlled horst,"38, 284, 456, 894",
giant_oil_and_gas_fields_of_the_world_co_yxz.491,POINT (11.362588 -7.180998),489,Gindungo 1,,F,AFRICA,Angola,,-7.180998,11.362588,B,Offshore,2003,Oil,Giant,1166.667,1122.032,500,4,-99999.99,1088.555,1126.934,1150.608,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,sand,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,9000,2.74,Combination,,"Channel fill, stratigraphic-structural","947, 1057",
giant_oil_and_gas_fields_of_the_world_co_yxz.492,POINT (0.333333 58.416667),490,Claymore,,C,WESTERN EUROPE,United Kingdom,,58.416667,0.333333,B,Offshore,1971,Oil,Giant,500,175.54,500,-99999.99,-99999.99,50.79,159.359,316.47,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Combination,,Channelised fan complexes/ depositional/compactional mounds,"2, 3,134, 510, 905",
giant_oil_and_gas_fields_of_the_world_co_yxz.493,POINT (-98.016667 21.416667),491,Chicontepec,,A,NORTH AMERICA,Mexico,Mexico - Veracruz,21.416667,-98.016667,B,Onshore,1952,Gas,Giant,825.465,186.728,227.29,3.589,-99999.99,22.474,136.203,401.508,5301,Tampico-Misantla Basin,BS000000267,TAMPICO,TYPE 2,,SANDSTONE,lithic sandstone,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,7070,2.16,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 435",
giant_oil_and_gas_fields_of_the_world_co_yxz.494,POINT (78.814844 65.875811),492,Beregovoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,65.875811,78.814844,A,Onshore,1982,Gas,Giant,1553,735.854,26,9,27,338.101,724.617,1144.844,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,4049,1.23,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 106, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.495,POINT (76.929128 62.993208),493,Vyngapur,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.993208,76.929128,A,Onshore,1968,Gas,Giant,1071.922,349.063,226.43,5.073,-99999.99,88.447,307.91,650.83,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,silty sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8071,2.46,Stratigraphic,Depositional Lens,Clastic depositional lens,"1, 2, 3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.496,POINT (78.75 66.216667),494,Yaroyakha,Yaroyakhskoye),D,EASTERN EUROPE AND FORMER USSR,Russia,,66.216667,78.75,B,Onshore,1984,Gas,Giant,1178.472,592.398,286.81,4.152,200,294.705,589.323,893.167,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,10138,3.09,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.497,POINT (79.597847 64.223753),495,Kharampur,,D,EASTERN EUROPE AND FORMER USSR,Russia,,64.223753,79.597847,A,Onshore,1978,Gas,Giant,2954.315,1249.312,738.54,13.295,-99999.99,487.467,1200.054,2060.414,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,9708,2.96,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 741, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.498,POINT (5.336942 3.276828),496,Agbami,,F,AFRICA,Nigeria,,3.276828,5.336942,B,Offshore,1998,Oil,Giant,1059.435,844.83,900,0.957,-99999.99,699.028,860.567,974.896,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,8199,2.5,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 40, 464, 875, 916, 919, 1151",
giant_oil_and_gas_fields_of_the_world_co_yxz.499,POINT (4.358914 4.330432),497,Bonga,,F,AFRICA,Nigeria,,4.330432,4.358914,B,Offshore,1996,Oil,Giant,1200,890.946,1170.833,0.175,-99999.99,689.3,909.483,1074.055,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,,SANDSTONE,sand,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,8005,2.44,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 40, 875, 900, 916, 919, 1064",
giant_oil_and_gas_fields_of_the_world_co_yxz.500,POINT (11.433332 -7.816166),498,Dalia 1,,F,AFRICA,Angola,,-7.816166,11.433332,B,Offshore,1997,Oil,Giant,783.333,602.592,750,0.2,-99999.99,482.248,614.623,710.905,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,sand,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,7415,2.26,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 38, 151, 875, 887",
giant_oil_and_gas_fields_of_the_world_co_yxz.501,POINT (11.472044 -7.803884),499,Dalia 2,,F,AFRICA,Angola,,-7.803884,11.472044,B,Offshore,1997,Oil,Giant,520.833,400.659,500,0.125,-99999.99,320.644,408.659,472.676,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,sand,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,6562,2,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 151, 875, 887",
giant_oil_and_gas_fields_of_the_world_co_yxz.502,POINT (11.308022 -5.668506),500,Kuito,,F,AFRICA,Angola,,-5.668506,11.308022,B,Offshore,1997,Oil,Giant,808.333,621.823,750,0.35,-99999.99,497.639,634.238,733.593,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,turbidite sandstone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,7710,2.35,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 38, 152, 153, 875, 887",
giant_oil_and_gas_fields_of_the_world_co_yxz.503,POINT (11.421518 -7.802852),501,Girassol,,F,AFRICA,Angola,,-7.802852,11.421518,B,Offshore,1996,Oil,Giant,880,653.361,838.333,0.25,-99999.99,505.487,666.955,787.641,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,sand,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,8038,2.45,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 38, 40, 875, 887, 979",
giant_oil_and_gas_fields_of_the_world_co_yxz.504,POINT (76.19722 61.46667),502,Agan,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.46667,76.19722,A,Onshore,1965,Oil,Giant,529.228,160.241,500.31,0.174,-99999.99,35.471,137.012,308.24,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,silty sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7185,2.19,Stratigraphic,Depositional Lens,Clastic depositional lens,"2, 3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.505,POINT (72.805 61.42861),503,Bystrina,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.42861,72.805,A,Onshore,1964,Oil,Giant,786.47,232.54,574.3,1.245,5,49.183,196.675,451.762,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6785,2.07,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.506,POINT (11.5 -5.483333),504,Benguela,,F,AFRICA,Angola,,-5.483333,11.5,B,Offshore,1998,Oil,Giant,750,598.076,750,-99999.99,-99999.99,494.859,609.216,690.153,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,turbidite sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 4, 38, 149, 150, 875, 887, 980",
giant_oil_and_gas_fields_of_the_world_co_yxz.507,POINT (70.93306 60.35861),505,Salym Zapadnyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,,60.35861,70.93306,B,Onshore,1987,Oil,Giant,627.333,345.618,612,0.092,-99999.99,193.133,348.079,495.644,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7389,2.25,Stratigraphic,Depositional Lens,Clastic depositional lens,"2, 3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.508,POINT (75.223961 62.227722),506,Vat'yegan,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.227722,75.223961,A,Onshore,1970,Oil,Giant,2051.152,702.089,1994.08,0.342,-99999.99,194.408,631.474,1280.386,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6316,1.93,Stratigraphic,Depositional Lens,Clastic depositional lens,"2, 3, 38, 774, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.509,POINT (75.982394 60.597697),507,Yermakovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,60.597697,75.982394,A,Onshore,1974,Oil,Giant,933.143,354.128,908.57,0.147,-99999.99,116.694,329.989,615.699,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,5397,1.65,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.510,POINT (72.041667 61.553692),508,Lyantor,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.553692,72.041667,A,Onshore,1966,Oil,Giant,3133.838,971.923,1938,7.175,-99999.99,225.116,839.926,1850.727,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6850,2.09,Stratigraphic,Depositional Lens,Clastic depositional lens,"2, 3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.511,POINT (72.25056 60.47583),509,Malo-Balyk,,D,EASTERN EUROPE AND FORMER USSR,Russia,,60.47583,72.25056,A,Onshore,1966,Oil,Giant,1260.845,391.036,1175.5,0.512,-99999.99,90.571,337.93,744.608,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,6509,1.98,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 751, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.512,POINT (74.55028 63.74972),510,Sutormin,,D,EASTERN EUROPE AND FORMER USSR,Russia,,63.74972,74.55028,A,Onshore,1975,Oil,Giant,919.177,358.218,903.28,0.095,-99999.99,123.196,336.51,614.948,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8160,2.49,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 767, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.513,POINT (77.61889 64.38944),511,Ayvasedapur,,D,EASTERN EUROPE AND FORMER USSR,Russia,,64.38944,77.61889,A,Onshore,1967,Oil,Giant,1480.225,470.347,1069.82,2.462,-99999.99,113.96,410.715,886.365,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8055,2.46,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.514,POINT (75.898697 62.403967),512,Povkhov,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.403967,75.898697,A,Onshore,1972,Oil,Giant,1183.777,426.396,1107.67,0.457,-99999.99,128.878,390.593,759.716,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8504,2.59,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.515,POINT (73.12472 61.38889),513,Fedorovsko-Surgut,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.38889,73.12472,A,Onshore,1962,Oil,Giant,3444.038,971.777,1917.77,8.842,53,187.504,803.599,1924.228,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7382,2.25,Stratigraphic,Depositional Lens,Clastic depositional lens,"2, 3, 38, 745, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.516,POINT (73.515697 62.585306),514,Tevlin-Konitlor,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.585306,73.515697,A,Onshore,1971,Oil,Giant,3488.958,1224.901,3311.18,1.067,-99999.99,354.411,1111.992,2208.301,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8084,2.46,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.517,POINT (74.350814 62.453119),515,Yagun Yuzhnyy,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.453119,74.350814,A,Onshore,1978,Oil,Giant,1396.407,590.508,1328.51,0.407,-99999.99,230.409,567.226,973.889,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7874,2.4,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.518,POINT (75.12556 62.87944),516,Pogranichnoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.87944,75.12556,A,Onshore,1982,Oil,Giant,770.033,364.863,755.26,0.089,-99999.99,167.643,359.291,567.655,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,silty sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8455,2.58,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 23, 38, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.519,POINT (74.714986 62.469067),517,Druzhnoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.469067,74.714986,A,Onshore,1982,Oil,Giant,757.307,358.833,740.64,0.1,-99999.99,164.872,353.353,558.273,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7625,2.32,Stratigraphic,Depositional Lens,Clastic depositional lens,"3, 38, 744, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.520,POINT (52.01222 54.86833),518,Novo Elkhov,Novoyelkhov-Aktash,D,EASTERN EUROPE AND FORMER USSR,Russia,,54.86833,52.01222,A,Onshore,1951,Oil,Giant,1300,287.946,1300,-99999.99,-99999.99,33.024,207.197,623.619,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Paleozoic,Devonian,Upper Devonian,,PZ_DV_U,5709,1.74,Stratigraphic,Depositional Lens,Clastic depositional lens,"1, 2, 3, 38, 639",
giant_oil_and_gas_fields_of_the_world_co_yxz.521,POINT (61.533333 36.2),519,Dauletabad,Dovletabad-Donmez,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,36.2,61.533333,A,Onshore,1976,Gas,Giant,4716.673,1888.26,-99999.99,27.856,74,677.534,1787.653,3199.593,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,9800,2.99,Combination,,"Combination of Faults, Pinch-Outs, and Hydrodynamics","2, 3, 826",
giant_oil_and_gas_fields_of_the_world_co_yxz.522,POINT (-2.877188 4.590152),520,Jubilee,,F,AFRICA,Ghana,,4.590152,-2.877188,B,Offshore,2007,Oil,Giant,1500,1500,1500,-99999.99,-99999.99,1500,1500,1500,7183,Gulf of Guinea,BS000000087,COTE D'IVOIRE,TYPE 1,,SANDSTONE,turbidite sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7925,2.42,Combination,,Combination stratigraphic pinch-out and structural,"1124, 1125. 1126, 1179, 1180, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.523,POINT (0.833333 58.083333),521,Britannia,,C,WESTERN EUROPE,United Kingdom,,58.083333,0.833333,B,Offshore,1975,Gas,Giant,668.933,260.694,-99999.99,3.048,161,89.656,244.896,447.53,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,Britannia,SANDSTONE,deepwater marine turbidite sandstones,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,11947,3.64,Combination,,Combination stratigraphic/structural trap.,"3, 134, 508, 1114",
giant_oil_and_gas_fields_of_the_world_co_yxz.579,POINT (4.183333 53.483333),577,Placid,,C,WESTERN EUROPE,Netherlands,,53.483333,4.183333,B,Offshore,1970,Gas,Giant,583.333,199.669,-99999.99,3.5,-99999.99,55.288,179.587,364.133,4036,Anglo-Dutch Basin,BS000000747,SOUTHERN NORTH SEA - ANGLO DUTCH,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Guadalupian,,PZ_PR_GUA,12000,3.66,Structural,Fault Block,Fault blocks,"2, 538",
giant_oil_and_gas_fields_of_the_world_co_yxz.524,POINT (11.04628 -6.990817),522,Block 15 Complex,Including Kizomba,F,AFRICA,Angola,,-6.990817,11.04628,B,Offshore,2003,Oil,Giant,3500,3366.097,3500,-99999.99,-99999.99,3265.664,3380.802,3451.825,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,SANDSTONE,turbidite sandstone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,7710,2.35,Structural,Anticline,"Confined channel complexes, draped and faulted over large, salt-cored structures","4, 38, 27, 875, 887, 934",
giant_oil_and_gas_fields_of_the_world_co_yxz.525,POINT (-63.183333 11.233333),523,Mejillones,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,11.233333,-63.183333,B,Offshore,1980,Gas,Giant,500,223.652,-99999.99,3,-99999.99,94.766,217.676,358.514,6103,Tobago Trough,BS000000335,TOBAGO,TYPE 3,,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,8000,2.44,Stratigraphic,Pinch-out,Depositional pinch-out,"3, 450",
giant_oil_and_gas_fields_of_the_world_co_yxz.526,POINT (54.211567 38.514214),524,Korpedzhe,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,38.514214,54.211567,A,Onshore,1995,Gas,Giant,1029.117,737.8,114.89,5.319,28,551.563,753.407,908.428,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,9672,2.95,Stratigraphic,Pinch-out,Depositional pinch-out,"3, 63, 632",
giant_oil_and_gas_fields_of_the_world_co_yxz.527,POINT (49.63167 40.03083),525,Sangachali Duvanyy,Baku Archipelago,D,EASTERN EUROPE AND FORMER USSR,Azerbaijan,,40.03083,49.63167,B,Offshore,1963,Gas,Giant,631.593,182.408,286.36,1.957,19,36.853,152.566,357.804,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,11483,3.5,Stratigraphic,Pinch-out,Depositional pinch-out,"1, 2, 3, 49",
giant_oil_and_gas_fields_of_the_world_co_yxz.528,POINT (76.87255 63.750283),526,Vengayakha,,D,EASTERN EUROPE AND FORMER USSR,Russia,,63.750283,76.87255,A,Onshore,1968,Gas,Giant,1139.277,370.996,532.41,3.641,-99999.99,94.005,327.258,691.725,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,quartzose sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,7825,2.39,Stratigraphic,Pinch-out,Depositional pinch-out,"3, 38, 747, 129, 130, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.529,POINT (78.352267 59.358833),527,Myl'dzhino,,D,EASTERN EUROPE AND FORMER USSR,Russia,,59.358833,78.352267,A,Onshore,1964,Gas,Giant,612.167,181.003,23,3.139,66,38.283,153.087,351.639,1174,West Siberian Basin,BS000000310,OMSK/NYUROLKA SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,7900,2.41,Stratigraphic,Pinch-out,Depositional pinch-out,"1, 2, 3, 756, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.530,POINT (48 73),528,Shtokman,,D,EASTERN EUROPE AND FORMER USSR,Russia,,73,48,B,Offshore,1988,Gas,Supergiant,22003.667,22003.667,-99999.99,130.66,227,22003.667,22003.667,22003.667,1050,South Barents Basin,BS000000307,EAST BARENTS SEA,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,6916,2.11,Stratigraphic,Pinch-out,Depositional pinch-out,"3, 38, 114, 115, 1130",
giant_oil_and_gas_fields_of_the_world_co_yxz.531,POINT (53.830239 39.362358),529,Barsa-Gelmez,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,39.362358,53.830239,A,Onshore,1956,Oil,Giant,607.517,149.77,305.73,1.652,26,21.823,115.144,312.342,1112,South Caspian Basin,BS000000076,SOUTH CASPIAN,TYPE 2,,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,8160,2.49,Stratigraphic,Pinch-out,Depositional pinch-out,"3, 38, 638",
